30.0632,23.809453,8.064428,26.188408,149.900735,11.90471,148.045729,166.057036,156.459348,143.520884,170.528143,166.154626,151.173779,168.665875,164.472163,0.000000
30.091914,24.568119,8.017567,26.358506,150.630106,11.515521,149.937631,165.781149,159.220288,143.790097,170.199794,168.417123,151.53092,168.64279,165.536925,0.000000
31.113336,24.094995,7.522629,25.405937,151.695124,11.802591,150.421422,166.285491,157.847982,144.490649,170.743466,166.153097,151.762466,168.541299,164.504512,0.000000
31.31797,22.908144,8.264102,25.338701,150.540283,13.550927,148.901354,166.269037,155.838529,144.08656,170.838117,164.195253,150.113496,168.822398,164.341716,0.000000
30.525574,23.829672,8.116268,26.866139,150.158149,10.975472,149.866248,165.741805,159.000416,144.371355,170.17673,168.499456,152.032117,168.626176,165.290958,0.000000
31.254603,24.033754,7.778832,26.294372,150.039597,12.167318,148.618189,166.262856,156.989017,144.094913,170.887334,165.58488,150.88766,168.348555,165.258316,0.000000
31.729049,22.99957,8.534154,25.53357,151.457402,12.080762,150.589289,165.778235,158.714641,145.20939,170.545063,165.064391,151.190312,169.161955,165.28903,0.000000
30.154312,23.269825,8.246699,26.653584,150.373021,11.668668,149.77271,166.226584,158.330609,144.738522,170.223044,166.080925,151.595501,168.072926,164.316255,0.000000
31.419107,23.373382,7.648888,26.741191,149.895184,11.077634,150.233057,166.102932,160.563995,144.46756,170.536079,166.543192,150.266649,168.628768,166.504365,0.000000
31.547329,22.673733,7.440177,26.066065,149.745576,13.697075,150.272399,166.298729,157.626568,144.441054,170.924451,164.946557,149.804352,169.286468,165.54827,0.000000
32.27143,23.862396,6.847609,26.780737,150.633627,13.019627,151.303225,165.987937,158.910108,145.260884,169.906422,165.84105,151.492945,169.111304,163.897127,0.000000
31.590733,22.526556,7.549568,25.960338,150.069671,14.699211,149.695349,166.597041,155.341217,144.388125,170.320182,164.196848,148.964107,168.457494,163.888268,0.000000
31.632731,22.164253,7.860291,24.998643,151.086583,16.713114,150.998929,166.064416,155.327673,145.241157,170.443382,164.474929,149.122901,169.60912,165.470452,0.000000
32.691568,21.87065,7.444994,24.451058,150.942213,19.698467,150.718988,166.372419,151.618045,145.027148,170.672042,161.779944,148.691268,169.222234,163.955928,0.000000
31.324305,22.145861,8.910746,24.382767,152.263969,17.517276,150.633309,166.401453,150.380367,145.58292,169.939586,160.989181,150.228099,168.342744,162.633594,0.000000
30.311796,22.630545,8.602471,24.917049,151.798237,15.11157,151.656994,166.056059,155.496562,145.82131,170.016108,164.96776,150.998527,168.956604,163.983556,0.000000
31.218979,23.524603,7.018413,25.795515,150.471341,13.441794,152.069028,166.221649,159.99854,145.768982,170.941431,167.429142,148.840888,170.554111,166.773997,0.000000
32.056192,22.103187,9.365121,24.023115,151.645975,17.474848,152.549413,165.846336,155.722372,145.410517,171.197019,164.804368,148.607954,170.486657,167.091332,0.000000
32.995905,22.457752,9.447466,23.696036,150.968501,17.72379,152.711151,166.188207,155.496053,145.388041,171.395857,163.672571,147.768893,170.398553,166.950173,0.000000
33.145659,21.870615,9.897873,23.860137,151.219123,17.157647,154.120753,165.837041,158.675978,144.789846,171.202283,167.539742,147.461895,170.859085,168.979581,0.000000
